loan_status,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
0,27.0,1,0,61222.0,4,3,5000.0,0,13.61,0.08,8.0,644,1
0,35.0,1,0,96201.0,11,0,9600.0,4,14.61,0.10,5.0,614,1
0,30.0,0,1,46541.0,7,3,8875.0,4,16.89,0.19,5.0,642,1
0,31.0,1,1,88433.0,7,3,5800.0,2,10.37,0.07,6.0,652,1
0,26.0,1,3,66914.0,4,3,9000.0,1,16.70,0.13,3.0,656,0
0,24.0,1,0,34328.0,0,3,6400.0,5,14.75,0.19,2.0,619,0
0,31.0,0,4,353946.0,9,0,12000.0,5,8.94,0.03,6.0,682,0
0,28.0,1,4,97125.0,6,3,18000.0,4,11.49,0.19,6.0,630,1
1,25.0,0,3,27053.0,3,3,8000.0,3,11.30,0.30,5.0,613,0
0,21.0,1,0,134385.0,0,0,28000.0,5,7.49,0.21,2.0,633,1
1,30.0,0,1,62216.0,8,0,13042.0,0,16.09,0.21,6.0,587,0
0,25.0,0,1,73059.0,2,3,12500.0,1,11.49,0.17,3.0,602,1
1,23.0,0,3,47733.0,4,3,12000.0,1,10.99,0.25,4.0,627,0
0,21.0,1,1,41208.0,0,2,10000.0,3,7.88,0.24,2.0,676,1
0,36.0,0,3,63242.0,11,3,3000.0,3,11.14,0.05,8.0,602,0
0,23.0,0,0,78866.0,0,3,7000.0,5,10.71,0.09,2.0,674,1
0,31.0,1,0,186970.0,6,0,7000.0,2,5.42,0.04,5.0,642,1
1,25.0,0,1,22077.0,5,3,3025.0,5,11.49,0.14,2.0,686,0
0,24.0,1,4,94542.0,2,0,2300.0,5,11.01,0.02,4.0,631,1
1,22.0,0,1,37192.0,3,3,4800.0,4,11.01,0.13,3.0,586,0
0,25.0,0,3,51465.0,5,0,3500.0,4,7.19,0.07,4.0,661,0
0,32.0,0,3,116381.0,12,0,20000.0,5,12.74,0.17,9.0,626,1
0,26.0,0,1,163683.0,5,3,25000.0,0,12.53,0.15,4.0,582,1
0,25.0,0,1,145000.0,2,0,20569.0,2,14.06,0.14,3.0,671,1
1,23.0,1,0,36911.0,2,3,7200.0,3,8.91,0.20,3.0,680,0
0,27.0,1,3,64669.0,3,0,2500.0,0,9.91,0.04,3.0,646,0
0,37.0,0,0,54787.0,17,2,12000.0,1,12.21,0.22,12.0,694,0
1,27.0,1,1,37192.0,6,0,5350.0,4,13.06,0.14,6.0,671,0
0,23.0,0,1,97028.0,0,3,10000.0,4,8.49,0.10,2.0,681,1
0,28.0,1,1,35086.0,3,3,1439.0,3,9.27,0.04,5.0,705,1
1,22.0,1,1,65801.0,0,3,7000.0,3,14.96,0.11,4.0,674,0
1,24.0,0,1,90064.0,5,3,16800.0,2,15.65,0.19,3.0,619,0
1,28.0,0,2,94580.0,5,3,24625.0,2,18.36,0.26,5.0,675,0
0,34.0,1,0,172902.0,12,0,12000.0,5,9.32,0.07,6.0,599,1
0,28.0,0,0,65814.0,2,3,8000.0,0,15.23,0.12,9.0,689,1
1,26.0,1,3,22984.0,4,3,8430.0,0,10.35,0.37,5.0,604,0
0,29.0,0,3,58637.0,6,3,4200.0,3,7.66,0.07,6.0,664,1
0,35.0,1,1,70640.0,12,0,6000.0,3,12.99,0.08,8.0,715,1
0,37.0,0,0,48858.0,19,3,3000.0,5,11.71,0.06,15.0,692,1
0,30.0,1,3,28340.0,4,3,6000.0,1,13.55,0.21,9.0,660,0
0,29.0,1,3,39210.0,8,0,8000.0,2,5.99,0.20,7.0,616,1
0,22.0,1,1,106506.0,0,0,5000.0,1,11.11,0.05,4.0,584,1
0,27.0,1,0,70696.0,9,0,4000.0,3,5.99,0.06,6.0,654,1
1,23.0,1,4,39428.0,0,3,12000.0,3,5.69,0.30,2.0,662,0
1,25.0,1,3,61090.0,5,3,25000.0,5,12.57,0.41,5.0,551,0
1,24.0,1,4,67046.0,0,0,6000.0,1,11.99,0.09,2.0,621,0
0,30.0,0,3,126944.0,5,0,26000.0,0,7.51,0.20,10.0,636,0
0,27.0,1,0,58524.0,6,0,6000.0,4,13.49,0.10,7.0,655,1
1,34.0,0,3,43276.0,11,3,15000.0,5,10.99,0.35,5.0,682,0
0,34.0,0,3,126905.0,13,0,12000.0,5,6.99,0.09,5.0,620,1
1,24.0,1,3,19117.0,2,3,4139.0,2,13.38,0.22,3.0,496,0
0,26.0,1,3,89371.0,2,0,1200.0,2,13.22,0.01,4.0,577,0
0,34.0,0,0,90967.0,10,0,6500.0,0,9.38,0.07,7.0,659,1
0,25.0,1,1,63667.0,0,3,9000.0,5,11.64,0.14,6.0,613,0
1,23.0,0,0,24038.0,0,3,6233.0,2,8.22,0.26,3.0,667,0
1,30.0,1,4,133443.0,7,3,14000.0,5,16.89,0.10,6.0,720,0
0,26.0,0,2,51270.0,2,3,11500.0,1,10.95,0.22,4.0,647,1
1,36.0,1,3,63612.0,14,0,1500.0,4,11.36,0.02,17.0,698,0
0,30.0,1,0,40842.0,4,0,1600.0,3,7.40,0.04,5.0,672,1
0,32.0,1,1,63441.0,8,3,4000.0,3,10.42,0.06,9.0,580,1
0,23.0,1,4,69409.0,0,2,4200.0,1,10.51,0.06,3.0,699,1
0,24.0,1,0,90974.0,1,3,1990.0,5,9.93,0.02,3.0,593,1
0,24.0,1,4,66261.0,1,3,6000.0,5,9.94,0.09,4.0,668,0
0,23.0,1,3,55329.0,0,3,11200.0,4,10.59,0.20,4.0,593,1
0,22.0,1,1,70689.0,0,0,2500.0,5,12.53,0.04,4.0,696,1
0,33.0,0,1,115120.0,14,0,12000.0,0,9.79,0.10,8.0,723,1
1,25.0,0,3,54971.0,2,3,15000.0,0,11.01,0.27,3.0,671,0
1,34.0,1,3,31194.0,10,3,10000.0,0,7.54,0.32,10.0,557,0
0,24.0,1,1,37458.0,2,3,8000.0,5,14.26,0.21,2.0,575,0
0,32.0,1,1,175043.0,7,0,20000.0,0,11.36,0.11,8.0,669,0
0,24.0,1,0,77871.0,1,0,5200.0,0,7.90,0.07,3.0,639,0
0,35.0,0,4,37623.0,15,3,4500.0,3,13.22,0.12,10.0,655,0
1,22.0,1,3,38747.0,1,3,2900.0,0,11.01,0.07,3.0,635,0
0,23.0,1,0,44191.0,2,3,1200.0,4,13.99,0.03,3.0,641,1
0,25.0,0,3,52373.0,0,2,8000.0,5,7.14,0.15,4.0,620,0
1,24.0,1,3,28252.0,2,3,5000.0,2,13.06,0.18,3.0,525,0
1,22.0,0,3,22323.0,0,3,3000.0,0,11.71,0.13,3.0,674,0
0,22.0,1,1,133070.0,1,0,8000.0,0,13.85,0.06,2.0,657,1
0,31.0,1,1,150608.0,9,0,18000.0,3,11.99,0.12,7.0,656,1
0,26.0,0,0,49731.0,6,3,8500.0,0,7.88,0.17,2.0,642,1
0,21.0,0,1,51396.0,0,3,3500.0,0,10.37,0.07,4.0,567,1
1,42.0,1,2,18097.0,19,2,3500.0,3,11.01,0.19,11.0,569,0
0,23.0,1,4,180839.0,3,0,30000.0,3,9.99,0.17,3.0,689,1
0,47.0,1,3,214500.0,24,0,9000.0,0,11.18,0.04,17.0,521,1
0,35.0,1,0,26979.0,12,3,2100.0,3,8.81,0.08,12.0,614,1
0,48.0,0,0,36538.0,27,2,10000.0,1,11.01,0.27,12.0,663,1
0,21.0,0,0,43513.0,0,3,6000.0,1,11.01,0.14,4.0,658,0
0,23.0,1,3,81970.0,1,0,2500.0,3,11.71,0.03,3.0,682,1
1,25.0,0,4,43143.0,1,3,15000.0,5,7.49,0.35,3.0,720,0
1,28.0,1,0,68134.0,2,3,29978.0,2,15.66,0.44,6.0,660,0
0,27.0,0,1,91875.0,5,3,2475.0,1,6.54,0.03,8.0,696,0
0,29.0,0,4,46488.0,4,0,6500.0,3,11.28,0.14,9.0,685,1
0,37.0,1,1,61185.0,15,3,5000.0,5,11.89,0.08,12.0,614,0
0,24.0,1,3,77809.0,1,3,4000.0,5,8.57,0.05,3.0,619,0
0,24.0,1,0,108708.0,4,3,11000.0,1,11.14,0.10,3.0,703,1
0,35.0,1,3,64272.0,15,3,12000.0,2,10.36,0.19,8.0,583,1
1,22.0,1,1,81701.0,1,3,23400.0,5,7.49,0.29,2.0,589,0
0,31.0,0,4,49010.0,8,0,9600.0,5,11.26,0.20,7.0,738,1
0,26.0,1,1,34887.0,3,3,6625.0,1,12.92,0.19,2.0,620,1
1,27.0,1,4,79904.0,4,3,20000.0,4,12.21,0.25,5.0,694,0
0,52.0,1,3,78289.0,26,3,5000.0,1,11.26,0.06,20.0,660,0
0,27.0,0,0,50342.0,8,0,6000.0,1,11.49,0.12,10.0,628,1
0,31.0,0,4,43542.0,7,0,9000.0,3,6.03,0.21,9.0,644,1
0,42.0,0,3,70521.0,21,3,6000.0,5,8.59,0.09,12.0,680,1
0,33.0,1,0,60860.0,8,0,10000.0,2,9.99,0.16,7.0,662,0
1,25.0,1,3,48981.0,0,3,13000.0,4,10.99,0.27,3.0,637,0
0,29.0,1,0,87021.0,3,3,4000.0,2,14.73,0.05,6.0,573,1
0,30.0,1,1,121558.0,6,0,21820.0,1,12.43,0.18,7.0,683,1
0,23.0,1,3,43349.0,0,3,5400.0,4,10.59,0.12,2.0,590,1
0,23.0,0,0,114764.0,4,3,10000.0,4,10.27,0.09,4.0,620,0
0,29.0,0,0,35674.0,8,3,1400.0,4,7.90,0.04,8.0,683,1
0,33.0,1,0,48840.0,11,3,4000.0,5,11.01,0.08,7.0,554,1
0,24.0,1,4,58165.0,3,0,7000.0,2,7.74,0.12,3.0,718,1
0,25.0,0,4,123491.0,2,0,11200.0,0,7.91,0.09,4.0,553,1
0,31.0,0,1,69696.0,8,0,10000.0,1,5.99,0.14,6.0,666,1
0,23.0,0,3,65829.0,0,3,12000.0,4,11.01,0.18,3.0,661,0
0,30.0,0,0,55089.0,5,3,10000.0,4,7.51,0.18,7.0,629,0
0,30.0,0,2,100480.0,4,0,18000.0,0,10.48,0.18,7.0,658,1
1,24.0,1,1,76551.0,2,3,16716.0,3,15.72,0.22,4.0,625,0
0,30.0,1,4,103086.0,9,2,7800.0,5,6.03,0.08,10.0,651,1
0,49.0,0,0,83260.0,21,3,7513.0,4,10.42,0.09,15.0,682,0
1,36.0,0,0,41273.0,14,3,12000.0,1,11.36,0.29,16.0,612,0
0,24.0,1,1,55994.0,0,3,11000.0,0,10.74,0.20,3.0,577,1
0,21.0,0,0,37102.0,0,3,6300.0,0,11.71,0.17,3.0,622,0
0,47.0,0,0,87173.0,24,3,2500.0,5,15.05,0.03,11.0,616,1
0,27.0,1,1,81493.0,8,3,20000.0,2,14.26,0.25,10.0,641,1
0,27.0,0,1,210558.0,6,0,21000.0,5,11.01,0.10,6.0,672,0
1,29.0,0,3,65769.0,6,0,7500.0,0,7.49,0.11,9.0,665,0
0,26.0,1,1,72951.0,6,3,7000.0,1,6.91,0.10,2.0,486,1
0,38.0,0,3,25930.0,17,3,3000.0,0,13.48,0.12,17.0,626,1
0,30.0,1,1,116255.0,10,0,7000.0,1,6.03,0.06,10.0,674,1
1,21.0,0,4,42887.0,1,3,11300.0,3,13.49,0.26,3.0,698,0
0,30.0,0,0,102791.0,10,3,5000.0,5,15.05,0.05,9.0,705,1
0,23.0,0,0,70829.0,2,0,13000.0,4,11.01,0.18,3.0,596,1
0,44.0,0,0,33160.0,22,3,1700.0,1,6.99,0.05,15.0,708,0
0,33.0,1,0,78965.0,8,3,12351.0,1,12.26,0.16,8.0,688,0
0,29.0,1,1,85250.0,8,3,4350.0,1,11.01,0.05,10.0,624,1
0,29.0,0,1,98097.0,5,0,14000.0,4,7.66,0.14,9.0,646,0
0,23.0,0,1,46467.0,3,3,5000.0,3,11.58,0.11,3.0,709,0
0,30.0,0,1,43107.0,7,3,3600.0,4,12.73,0.08,6.0,630,1
0,26.0,0,0,253061.0,3,2,22000.0,4,11.83,0.09,4.0,588,1
0,37.0,1,4,93054.0,13,3,10800.0,3,7.14,0.12,17.0,704,0
0,30.0,1,3,51675.0,8,2,4000.0,3,15.23,0.08,5.0,632,1
1,25.0,0,1,51655.0,3,3,10000.0,5,14.26,0.19,3.0,683,0
0,30.0,1,1,33201.0,8,2,4200.0,2,7.88,0.13,9.0,673,1
0,24.0,0,3,84927.0,0,3,6000.0,1,13.02,0.07,2.0,654,1
0,25.0,1,1,52733.0,5,3,8000.0,5,8.99,0.15,4.0,631,1
1,27.0,0,1,25200.0,0,3,7000.0,3,11.01,0.28,5.0,509,0
1,36.0,0,3,63828.0,16,3,7000.0,0,13.85,0.11,11.0,710,0
0,21.0,0,1,42760.0,0,2,3000.0,1,15.58,0.07,3.0,689,1
1,25.0,1,1,94544.0,4,3,9600.0,0,14.11,0.10,4.0,638,0
1,34.0,0,3,122786.0,13,0,7200.0,2,13.49,0.06,5.0,612,0
1,33.0,0,3,64731.0,11,3,20000.0,4,13.04,0.31,10.0,567,0
1,23.0,1,3,77922.0,0,0,12000.0,0,15.62,0.15,4.0,647,0
0,24.0,0,4,103102.0,3,2,6250.0,2,14.91,0.06,2.0,544,1
0,24.0,1,1,109100.0,1,3,15000.0,2,16.45,0.14,4.0,602,1
1,28.0,1,1,59279.0,5,3,15000.0,4,12.87,0.25,8.0,627,0
0,30.0,0,0,58445.0,11,3,7500.0,3,7.49,0.13,6.0,601,1
0,24.0,1,3,68183.0,1,2,2000.0,3,9.74,0.03,4.0,626,1
0,31.0,1,0,106234.0,6,0,12662.0,5,8.85,0.12,10.0,676,0
0,33.0,0,1,493048.0,10,0,35000.0,2,10.37,0.07,5.0,657,0
1,23.0,0,1,54371.0,0,0,24511.0,0,15.80,0.45,2.0,501,0
0,37.0,1,3,173663.0,14,0,10000.0,1,14.17,0.06,14.0,624,1
1,27.0,1,3,58388.0,4,3,4000.0,1,6.03,0.07,6.0,590,0
0,23.0,0,3,54863.0,5,0,8000.0,1,10.51,0.15,4.0,572,1
1,33.0,1,1,33610.0,10,3,6000.0,2,12.46,0.18,8.0,688,0
0,28.0,1,3,43549.0,4,0,2050.0,1,15.96,0.05,8.0,558,1
0,45.0,0,3,75742.0,22,3,10000.0,0,10.39,0.13,11.0,501,1
1,24.0,1,0,56864.0,0,3,8288.0,3,16.42,0.15,3.0,643,0
0,26.0,1,0,39906.0,2,0,3000.0,0,13.22,0.08,3.0,575,1
0,24.0,1,1,48093.0,0,0,3000.0,5,11.92,0.06,2.0,675,0
0,26.0,1,3,57108.0,4,3,14000.0,3,10.27,0.25,5.0,646,1
0,24.0,1,0,87990.0,0,0,25000.0,1,10.74,0.28,3.0,521,1
0,24.0,1,3,63474.0,2,3,5600.0,3,7.29,0.09,2.0,644,1
0,25.0,1,1,55384.0,2,0,13000.0,1,12.99,0.23,2.0,689,0
0,31.0,1,4,97272.0,7,0,15000.0,3,10.95,0.15,8.0,606,1
0,22.0,0,3,73014.0,1,2,10000.0,3,11.01,0.14,3.0,638,1
0,35.0,0,0,151192.0,12,0,17000.0,5,7.88,0.11,6.0,544,1
0,31.0,1,0,54991.0,7,3,9000.0,0,12.94,0.16,6.0,574,1
0,57.0,1,0,94036.0,35,3,6625.0,5,7.66,0.07,29.0,694,0
0,25.0,1,1,55727.0,5,3,5000.0,4,11.13,0.09,3.0,678,1
0,31.0,1,0,60583.0,7,3,2400.0,4,11.03,0.04,8.0,648,1
0,27.0,0,0,111743.0,6,0,17500.0,5,10.76,0.16,8.0,486,1
0,35.0,0,2,180779.0,13,0,10000.0,2,7.90,0.06,9.0,714,1
0,27.0,1,1,33674.0,5,3,4800.0,0,7.14,0.14,5.0,701,0
0,28.0,0,3,64864.0,3,0,10750.0,5,12.21,0.17,5.0,680,1
0,30.0,0,0,44061.0,8,2,10000.0,3,12.69,0.23,10.0,642,0
0,29.0,1,3,138861.0,7,3,7500.0,2,5.99,0.05,8.0,561,1
0,31.0,1,0,134128.0,11,0,5150.0,4,6.62,0.04,7.0,657,0
0,25.0,1,0,47305.0,1,3,2200.0,3,12.69,0.05,3.0,641,1
1,28.0,1,0,46065.0,5,3,12293.0,1,15.46,0.27,5.0,645,0
0,27.0,0,1,51204.0,2,3,5000.0,4,10.99,0.10,10.0,611,0
1,40.0,0,3,64092.0,18,3,6600.0,4,14.54,0.10,13.0,654,0
0,25.0,1,4,79057.0,4,0,15000.0,2,11.48,0.19,4.0,606,1
0,30.0,0,0,96728.0,7,0,20000.0,1,8.58,0.21,11.0,547,1
1,24.0,0,1,39144.0,1,3,9726.0,2,13.33,0.25,3.0,526,0
0,33.0,1,1,103193.0,11,3,25000.0,2,12.39,0.24,10.0,719,1
0,24.0,1,1,87360.0,1,2,16000.0,5,12.42,0.18,3.0,556,1
0,31.0,1,3,70713.0,10,0,6000.0,2,9.32,0.08,5.0,658,0
0,25.0,1,0,89841.0,6,3,12000.0,5,8.06,0.13,3.0,642,0
0,41.0,0,0,84494.0,16,3,10000.0,2,7.88,0.12,13.0,649,1
1,25.0,0,4,38275.0,4,2,4000.0,2,17.19,0.10,4.0,663,0
0,24.0,1,4,126865.0,0,3,13800.0,2,7.66,0.11,3.0,653,1
0,29.0,0,1,66700.0,4,3,3561.0,5,8.05,0.05,6.0,634,1
1,24.0,0,4,55214.0,5,3,6000.0,1,17.19,0.11,3.0,624,0
1,28.0,1,1,67916.0,5,3,20000.0,1,18.25,0.29,6.0,654,0
0,33.0,1,0,148082.0,7,3,12000.0,1,11.83,0.08,10.0,691,1
0,31.0,1,1,75550.0,6,0,6000.0,3,12.60,0.08,6.0,614,0
0,22.0,0,1,73114.0,0,0,7000.0,5,13.61,0.10,3.0,683,1
0,31.0,0,3,44409.0,9,3,8000.0,4,8.49,0.18,8.0,565,1
1,27.0,0,1,140030.0,6,3,3490.0,3,12.50,0.02,10.0,625,0
1,28.0,0,0,77657.0,5,0,6000.0,2,16.45,0.08,9.0,681,0
0,25.0,1,0,48477.0,2,3,7000.0,0,8.94,0.14,3.0,680,0
0,22.0,1,3,87237.0,0,0,10000.0,1,11.01,0.11,2.0,578,1
0,32.0,0,0,41532.0,12,3,8000.0,4,16.02,0.19,8.0,668,1
0,32.0,1,0,76589.0,13,0,8000.0,4,6.17,0.10,8.0,673,0
1,38.0,1,3,118659.0,16,3,16000.0,0,16.40,0.13,15.0,596,0
0,30.0,0,0,75626.0,9,3,3000.0,2,14.68,0.04,8.0,671,0
0,44.0,1,3,69289.0,23,3,4200.0,3,11.01,0.06,13.0,654,1
0,22.0,1,3,55124.0,0,3,8300.0,1,10.99,0.15,4.0,528,1
0,24.0,1,0,77576.0,0,0,10000.0,0,11.01,0.13,4.0,672,1
1,33.0,0,1,37218.0,9,3,10000.0,3,11.03,0.27,6.0,568,0
0,23.0,1,0,32492.0,0,3,7000.0,3,7.40,0.22,2.0,578,1
0,33.0,0,1,51163.0,9,3,12000.0,3,13.56,0.23,8.0,674,1
0,30.0,0,1,31658.0,8,2,13595.0,5,12.23,0.43,9.0,465,1
1,36.0,0,3,89755.0,9,0,10250.0,1,11.48,0.11,15.0,644,0
0,37.0,0,3,61685.0,14,0,12706.0,1,7.57,0.21,13.0,601,1
0,31.0,0,3,97298.0,7,3,13750.0,1,16.70,0.14,6.0,700,1
0,23.0,0,4,144890.0,3,0,8000.0,1,13.61,0.06,2.0,554,1
0,23.0,0,0,109051.0,2,3,7000.0,3,10.65,0.06,2.0,655,1
0,30.0,0,1,46479.0,10,2,6000.0,1,11.58,0.13,7.0,617,1
0,38.0,1,3,82296.0,18,0,5000.0,0,11.01,0.06,15.0,651,0
1,23.0,1,1,94735.0,0,0,15250.0,4,11.01,0.16,2.0,653,0
1,23.0,1,3,64030.0,0,3,19139.0,3,15.35,0.30,4.0,613,0
1,24.0,1,3,20315.0,2,3,3250.0,5,12.42,0.16,4.0,698,0
0,31.0,1,1,116193.0,7,2,10000.0,4,9.99,0.09,6.0,623,1
0,36.0,0,0,55396.0,12,3,10000.0,3,15.99,0.18,14.0,651,1
0,22.0,1,1,68327.0,0,3,12400.0,1,10.74,0.18,4.0,606,1
0,28.0,0,3,34209.0,4,0,15000.0,5,6.54,0.44,10.0,644,0
1,25.0,1,3,72955.0,4,3,4500.0,2,10.99,0.06,2.0,596,0
0,35.0,0,4,44483.0,10,3,5000.0,0,7.51,0.11,5.0,690,0
0,22.0,1,3,71611.0,0,3,12000.0,4,10.37,0.17,3.0,659,0
0,23.0,0,4,73162.0,3,3,3000.0,0,8.32,0.04,3.0,659,1
0,26.0,1,0,65776.0,3,0,3527.0,4,8.96,0.05,3.0,663,1
0,22.0,0,4,96831.0,1,3,10000.0,1,14.27,0.10,2.0,520,1
0,31.0,1,4,120827.0,6,0,13000.0,2,12.61,0.11,7.0,597,0
0,29.0,1,1,145281.0,4,0,5000.0,0,9.32,0.03,5.0,651,1
1,25.0,0,0,47892.0,0,3,8173.0,4,12.39,0.17,2.0,624,0
0,25.0,0,3,78904.0,2,3,9000.0,1,10.40,0.11,4.0,439,1
0,22.0,1,4,49116.0,0,0,7500.0,0,11.49,0.15,3.0,673,1
0,26.0,1,3,48984.0,4,3,10000.0,5,16.89,0.20,3.0,672,1
0,26.0,0,0,46680.0,1,0,18347.0,3,10.23,0.39,3.0,650,1
0,23.0,0,1,121433.0,2,0,25000.0,5,17.14,0.21,2.0,574,1
1,27.0,1,1,75135.0,7,3,9600.0,4,10.25,0.13,8.0,691,0
1,22.0,0,3,37070.0,1,3,5570.0,2,14.29,0.15,3.0,651,0
0,31.0,0,1,120846.0,7,0,7000.0,5,10.08,0.06,10.0,617,1
1,22.0,1,3,51178.0,2,3,6714.0,3,16.55,0.13,3.0,657,0
0,39.0,0,3,91008.0,16,3,14000.0,1,6.03,0.15,13.0,665,1
0,22.0,0,4,77217.0,0,0,10000.0,0,6.03,0.13,3.0,656,1
0,26.0,1,3,136663.0,2,2,3160.0,5,11.01,0.02,3.0,598,1
0,25.0,1,0,49247.0,4,3,12000.0,0,13.57,0.24,4.0,609,0
0,26.0,0,3,131008.0,1,0,9000.0,4,5.79,0.07,2.0,588,0
0,23.0,1,1,180696.0,3,0,25000.0,3,12.98,0.14,3.0,591,1
0,23.0,1,3,63344.0,0,3,4000.0,4,13.98,0.06,2.0,614,0
0,35.0,1,4,52844.0,14,3,6000.0,5,9.41,0.11,7.0,609,1
0,22.0,1,4,54929.0,0,3,5000.0,1,11.36,0.09,4.0,677,1
1,32.0,0,0,78637.0,11,0,25000.0,3,11.36,0.32,5.0,691,0
0,24.0,1,3,55127.0,4,3,4000.0,3,11.83,0.07,2.0,620,1
0,23.0,0,4,90938.0,1,3,18000.0,1,12.73,0.20,4.0,616,1
0,23.0,1,0,142058.0,4,0,15000.0,4,6.03,0.11,4.0,610,1
0,28.0,0,0,135733.0,6,3,7038.0,0,7.45,0.05,8.0,620,1
0,30.0,1,0,98707.0,9,2,18000.0,4,10.75,0.18,5.0,538,1
0,26.0,0,4,53591.0,5,3,3075.0,3,10.99,0.06,3.0,668,1
0,27.0,0,1,118857.0,3,0,1000.0,2,8.62,0.01,8.0,659,1
0,36.0,1,3,174705.0,13,0,5000.0,4,9.62,0.03,16.0,711,0
0,22.0,1,1,51621.0,1,0,9350.0,0,12.69,0.18,2.0,641,1
1,28.0,0,1,59767.0,7,3,15000.0,3,13.67,0.25,5.0,492,0
1,22.0,0,1,51398.0,0,3,6600.0,3,16.89,0.13,3.0,608,0
0,27.0,0,1,32378.0,5,3,4000.0,3,10.25,0.12,10.0,666,0
0,24.0,1,3,147726.0,0,3,15000.0,1,11.58,0.10,3.0,581,1
0,24.0,0,3,73404.0,6,0,14000.0,5,8.26,0.19,3.0,617,1
1,23.0,1,0,40324.0,1,3,11000.0,0,7.66,0.27,2.0,585,0
0,22.0,0,0,69694.0,0,0,7500.0,4,9.07,0.11,3.0,611,1
0,32.0,0,1,90504.0,11,3,11500.0,5,7.05,0.13,8.0,665,1
1,23.0,1,1,100686.0,5,0,24175.0,1,11.11,0.24,2.0,644,0
1,31.0,1,1,21336.0,6,3,4575.0,5,11.48,0.21,7.0,688,0
1,39.0,1,4,40357.0,17,3,13693.0,0,13.01,0.34,11.0,670,0
0,29.0,0,4,78910.0,4,3,6000.0,5,11.14,0.08,10.0,643,1
1,24.0,0,3,65845.0,3,3,16000.0,2,15.65,0.24,4.0,694,0
0,33.0,1,0,104513.0,13,0,8000.0,1,13.04,0.08,9.0,727,0
1,30.0,1,1,65850.0,5,3,15000.0,2,14.27,0.23,8.0,615,0
0,34.0,1,4,75239.0,8,3,8000.0,2,10.35,0.11,8.0,714,1
1,22.0,1,1,24108.0,1,3,4000.0,5,10.25,0.17,3.0,703,0
0,28.0,1,0,143699.0,9,0,5325.0,3,10.38,0.04,7.0,532,0
1,41.0,1,0,63177.0,18,3,5000.0,1,12.84,0.08,13.0,635,0
0,24.0,0,0,144886.0,0,0,20000.0,1,8.99,0.14,4.0,565,0
1,31.0,0,3,89769.0,7,0,1500.0,5,12.68,0.02,10.0,661,0
0,24.0,1,3,30732.0,2,2,5000.0,5,10.27,0.16,4.0,630,1
0,22.0,0,4,60896.0,0,0,22000.0,3,9.91,0.36,4.0,595,1
0,22.0,0,0,60813.0,1,0,8000.0,4,10.89,0.13,4.0,652,1
1,28.0,1,4,66436.0,9,0,18000.0,3,12.99,0.27,8.0,686,0
0,30.0,1,4,144931.0,9,0,5000.0,0,10.38,0.03,9.0,644,1
0,26.0,1,1,145125.0,1,0,20000.0,4,13.85,0.14,3.0,586,1
0,25.0,0,1,142449.0,1,0,4997.0,4,5.48,0.04,3.0,674,1
0,28.0,1,1,65171.0,5,3,10000.0,4,5.42,0.15,5.0,612,1
0,43.0,1,4,67442.0,21,0,10000.0,0,6.03,0.15,11.0,658,1
0,22.0,1,0,58493.0,0,0,9925.0,1,9.63,0.17,2.0,683,1
0,23.0,1,1,35494.0,0,0,10231.0,5,14.47,0.29,2.0,588,0
0,27.0,1,1,96911.0,5,0,24000.0,0,11.12,0.25,10.0,641,0
0,24.0,1,3,41678.0,2,3,4450.0,4,11.49,0.11,4.0,642,0
0,24.0,1,0,79471.0,1,3,9600.0,0,8.49,0.12,2.0,651,0
0,28.0,1,1,142367.0,2,3,10000.0,1,6.34,0.07,7.0,589,1
0,29.0,1,0,87392.0,11,3,15900.0,0,13.04,0.18,10.0,678,1
0,37.0,0,4,48337.0,12,2,8000.0,5,8.49,0.17,13.0,617,1
0,30.0,1,3,69196.0,7,3,2750.0,0,10.37,0.04,5.0,601,1
0,29.0,1,3,152529.0,8,3,24250.0,2,16.70,0.16,7.0,611,1
1,27.0,1,3,53454.0,5,0,6000.0,1,13.23,0.11,6.0,609,0
0,22.0,0,1,44187.0,0,0,12000.0,3,11.71,0.27,2.0,666,0
1,23.0,1,1,35477.0,0,3,9000.0,1,11.71,0.25,2.0,720,0
0,24.0,1,0,56834.0,4,0,3600.0,3,7.68,0.06,4.0,712,0
1,36.0,1,4,53700.0,14,0,1800.0,3,10.00,0.03,13.0,515,0
0,28.0,0,4,120963.0,7,2,11000.0,5,13.61,0.09,8.0,666,1
0,24.0,1,1,90076.0,1,3,11965.0,3,12.47,0.13,5.0,678,0
0,24.0,0,4,56079.0,2,3,2000.0,1,12.98,0.04,4.0,588,1
1,23.0,0,0,59767.0,0,0,15000.0,3,18.92,0.25,3.0,612,0
0,26.0,1,1,66870.0,5,3,3200.0,1,8.49,0.05,3.0,509,1
0,27.0,1,4,61120.0,5,3,9900.0,4,14.35,0.16,5.0,631,1
1,23.0,1,0,22408.0,4,3,3235.0,4,11.79,0.14,2.0,630,0
1,26.0,0,0,34726.0,0,3,14500.0,4,12.53,0.42,3.0,598,0
0,38.0,1,1,63672.0,16,2,9600.0,1,8.85,0.15,12.0,700,1
